Date,Value,,,,,,
1419526800,-2466.506112,,,,,,
1419530400,-2404.599551,,,,,,
1419534000,-2372.156042,,,,,,
1419537600,-2369.239823,,,,,,
1419541200,-2430.715987,,,,,,
1419544800,-2414.663145,,,,,,
1419548400,-2524.557781,,,,,,
1419552000,-2685.254202,,,,,,
1419555600,-2688.960297,,,,,,
1419559200,-2802.952946,,,,,,
1419562800,-2853.864521,,,,,,
1419566400,-2742.315235,,,,,,
1419570000,-2686.289118,,,,,,
1419573600,-2503.687515,,,,,,
1419577200,-2366.899071,,,,,,
1419580800,-2260.528165,,,,,,
1419584400,-2172.478191,,,,,,
1419588000,-2195.404681,,,,,,
1419591600,-2274.315734,,,,,,
1419595200,-2377.830971,,,,,,
1419598800,-2436.29604,,,,,,
1419602400,-2566.97236,,,,,,
1419606000,-3232.353099,,,,,,
1419609600,-2655.109622,,,,,,
1419613200,-2601.61181,,,,,,
1419616800,-2587.509886,,,,,,
1419620400,-2471.199223,,,,,,
1419624000,-2424.384135,,,,,,
1419627600,-2421.795448,,,,,,
1419631200,-2496.251734,,,,,,
1419634800,-2662.291134,,,,,,
1419638400,-2711.564524,,,,,,
1419642000,-2809.120611,,,,,,
1419645600,-2825.401954,,,,,,
1419649200,-2905.850591,,,,,,
1419652800,-2799.294953,,,,,,
1419656400,-2748.627976,,,,,,
1419660000,-2597.213786,,,,,,
1419663600,-2411.448903,,,,,,
1419667200,-2289.996329,,,,,,
1419670800,-2276.63127,,,,,,
1419674400,-2233.561056,,,,,,
1419678000,-2234.754427,,,,,,
1419681600,-2362.281092,,,,,,
1419685200,-2496.94027,,,,,,
1419688800,-2518.013371,,,,,,
1419692400,-2622.768853,,,,,,
1419696000,-2623.474152,,,,,,
1419699600,-2620.92641,,,,,,
1419703200,-2548.637831,,,,,,
1419706800,-2491.171067,,,,,,
1419710400,-2500.855835,,,,,,
1419714000,-2407.792247,,,,,,
1419717600,-2493.860892,,,,,,
1419721200,-2609.879971,,,,,,
1419724800,-2718.81214,,,,,,
1419728400,-2826.539721,,,,,,
1419732000,-2840.08058,,,,,,
1419735600,-2876.34048,,,,,,
1419739200,-2772.609891,,,,,,
1419742800,-2663.602467,,,,,,
1419746400,-2562.314141,,,,,,
1419750000,-2357.138253,,,,,,
1419753600,-2251.861996,,,,,,
1419757200,-2192.452302,,,,,,
1419760800,-2198.62771,,,,,,
1419764400,-2231.131479,,,,,,
1419768000,-2317.36588,,,,,,
1419771600,-2429.8356,,,,,,
1419775200,-2545.600386,,,,,,
1419778800,-2532.198889,,,,,,
1419782400,-2542.098711,,,,,,
1419786000,-2586.457783,,,,,,
1419789600,-2466.367014,,,,,,
1419793200,-2422.326347,,,,,,
1419796800,-2484.935245,,,,,,
1419800400,-2416.218696,,,,,,
1419804000,-2436.820168,,,,,,
1419807600,-2516.232322,,,,,,
1419811200,-2657.616783,,,,,,
1419814800,-2726.164806,,,,,,
1419818400,-2839.468228,,,,,,
1419822000,-2827.595866,,,,,,
1419825600,-2768.513572,,,,,,
1419829200,-2597.793302,,,,,,
1419832800,-2504.963994,,,,,,
1419836400,-2331.697691,,,,,,
1419840000,-2223.290122,,,,,,
1419843600,-2148.533426,,,,,,
1419847200,-2207.350825,,,,,,
1419850800,-2280.73826,,,,,,
1419854400,-2291.854805,,,,,,
1419858000,-2458.948586,,,,,,
1419861600,-2482.157003,,,,,,
1419865200,-2593.855499,,,,,,
1419868800,-2546.672063,,,,,,
1419872400,-2564.8769,,,,,,
1419876000,-2493.477731,,,,,,
1419879600,-2430.675674,,,,,,
1419883200,-2421.311402,,,,,,
1419886800,-2437.987506,,,,,,
1419890400,-2443.602254,,,,,,
1419894000,-2594.538818,,,,,,
1419897600,-2722.294813,,,,,,
1419901200,-2756.352504,,,,,,
1419904800,-2827.913194,,,,,,
1419908400,-2804.534253,,,,,,
1419912000,-2821.257537,,,,,,
1419915600,-2685.769406,,,,,,
1419919200,-2510.122276,,,,,,
1419922800,-2402.934482,,,,,,
1419926400,-2281.209609,,,,,,
1419930000,-2248.699914,,,,,,
1419933600,-2238.302523,,,,,,
1419937200,-2293.254181,,,,,,
1419940800,-2359.087388,,,,,,
1419944400,-2493.065352,,,,,,
1419948000,-2588.604208,,,,,,
1419951600,-2654.617421,,,,,,
1419955200,-2654.807577,,,,,,
1419958800,-2611.971323,,,,,,
1419962400,-2651.652738,,,,,,
1419966000,-2542.249729,,,,,,
1419969600,-2504.828366,,,,,,
1419973200,-2525.697176,,,,,,
1419976800,-2602.133382,,,,,,
1419980400,-2700.550732,,,,,,
1419984000,-2802.56528,,,,,,
1419987600,-2896.740582,,,,,,
1419991200,-2968.425136,,,,,,
1419994800,-2989.152474,,,,,,
1419998400,-2914.19675,,,,,,
1420002000,-2825.55053,,,,,,
1420005600,-2682.376892,,,,,,
1420009200,-2532.664864,,,,,,
1420012800,-2428.872302,,,,,,
1420016400,-2336.871145,,,,,,
1420020000,-2348.818513,,,,,,
1420023600,-2420.909546,,,,,,
1420027200,-2569.760438,,,,,,
1420030800,-2647.627602,,,,,,
1420034400,-2727.528497,,,,,,
1420038000,-2808.372871,,,,,,
1420041600,-2850.892932,,,,,,
1420045200,-2851.325767,,,,,,
1420048800,-2773.459928,,,,,,
1420052400,-2763.014095,,,,,,
1420056000,-2619.67684,,,,,,
1420059600,-2687.602962,,,,,,
1420063200,-2772.981096,,,,,,
1420066800,-2848.252684,,,,,,
1420070400,-2999.136682,,,,,,
1420074000,-3110.109705,,,,,,
1420077600,-3218.892021,,,,,,
1420081200,-3206.810676,,,,,,
1420084800,-3129.791148,,,,,,
1420088400,-3017.369771,,,,,,
1420092000,-2896.671418,,,,,,
1420095600,-2678.857769,,,,,,
1420099200,-2629.635773,,,,,,
1420102800,-2551.809874,,,,,,
1420106400,-2519.741852,,,,,,
1420110000,-2688.361102,,,,,,
1420113600,-2734.678093,,,,,,
1420117200,-2855.476814,,,,,,
1420120800,-3565.527389,,,,,,
1420124400,-2971.668264,,,,,,
1420128000,-3047.278255,,,,,,
1420131600,-2995.936683,,,,,,
1420135200,-2928.839709,,,,,,
1420138800,-2937.568172,,,,,,
1420142400,-2848.245868,,,,,,
1420146000,-2851.929197,,,,,,
1420149600,-2959.663887,,,,,,
1420153200,-3038.849625,,,,,,
1420156800,-3171.806788,,,,,,
1420160400,-3258.9787,,,,,,
1420164000,-3352.933865,,,,,,
1420167600,-3332.906386,,,,,,
1420171200,-3243.392582,,,,,,
1420174800,-3124.300369,,,,,,
1420178400,-3044.330707,,,,,,
1420182000,-2865.183817,,,,,,
1420185600,-2794.8298,,,,,,
1420189200,-2670.337545,,,,,,
1420192800,-2681.728779,,,,,,
1420196400,-2756.367829,,,,,,
1420200000,-2853.054185,,,,,,
1420203600,-2942.789096,,,,,,
1420207200,-3098.829485,,,,,,
1420210800,-3158.151088,,,,,,
1420214400,-3158.853498,,,,,,
1420218000,-3141.216415,,,,,,
1420221600,-2988.759812,,,,,,
1420225200,-3012.127005,,,,,,
1420228800,-2940.949192,,,,,,
1420232400,-2953.163866,,,,,,
1420236000,-3001.949547,,,,,,
1420239600,-3126.383767,,,,,,
1420243200,-3247.093522,,,,,,
1420246800,-3355.430589,,,,,,
1420250400,-3373.559026,,,,,,
1420254000,-3447.50075,,,,,,
1420257600,-3340.070669,,,,,,
1420261200,-3203.410966,,,,,,
1420264800,-3085.165348,,,,,,
1420268400,-2951.046293,,,,,,
1420272000,-2762.362665,,,,,,
1420275600,-2716.927357,,,,,,
1420279200,-2725.036285,,,,,,
1420282800,-2754.186719,,,,,,
1420286400,-2869.216836,,,,,,
1420290000,-2993.494979,,,,,,
1420293600,-3069.410448,,,,,,
1420297200,-3164.984618,,,,,,
1420300800,-3151.681102,,,,,,
1420304400,-3117.781865,,,,,,
1420308000,-3066.682591,,,,,,
1420311600,-3029.019337,,,,,,
1420315200,-3002.348884,,,,,,
1420318800,-2938.669349,,,,,,
1420322400,-3043.319657,,,,,,
1420326000,-3091.216943,,,,,,
1420329600,-3234.232012,,,,,,
1420333200,-3361.325133,,,,,,
1420336800,-3360.444799,,,,,,
1420340400,-3373.635058,,,,,,
1420344000,-3298.595899,,,,,,
1420347600,-3210.21683,,,,,,
1420351200,-3067.370522,,,,,,
1420354800,-2888.945902,,,,,,
1420358400,-2772.135314,,,,,,
1420362000,-2743.073365,,,,,,
1420365600,-2708.31106,,,,,,
1420369200,-2745.42174,,,,,,
1420372800,-2808.341661,,,,,,
1420376400,-2949.082691,,,,,,
1420380000,-3018.772577,,,,,,
1420383600,-3120.215027,,,,,,
1420387200,-3094.444524,,,,,,
1420390800,-3058.316851,,,,,,
1420394400,-3006.001346,,,,,,
1420398000,-2932.432917,,,,,,
1420401600,-2856.062379,,,,,,
1420405200,-2921.865316,,,,,,
1420408800,-2981.632848,,,,,,
1420412400,-3066.359212,,,,,,
1420416000,-3144.79773,,,,,,
1420419600,-3273.180061,,,,,,
1420423200,-3294.330682,,,,,,
1420426800,-3305.118566,,,,,,
1420430400,-3258.823242,,,,,,
1420434000,-3097.373996,,,,,,
1420437600,-3034.773675,,,,,,
1420441200,-2771.983264,,,,,,
1420444800,-2707.85258,,,,,,
1420448400,-2654.850643,,,,,,
1420452000,-2631.165528,,,,,,
1420455600,-2690.184416,,,,,,
1420459200,-2867.481858,,,,,,
1420462800,-2875.776859,,,,,,
1420466400,-3027.693316,,,,,,
1420470000,-3000.037232,,,,,,
1420473600,-3118.034714,,,,,,
1420477200,-3042.419375,,,,,,
1420480800,-3011.071038,,,,,,
1420484400,-2984.955978,,,,,,
1420488000,-2914.873158,,,,,,
1420491600,-2908.225211,,,,,,
1420495200,-3011.512714,,,,,,
1420498800,-3107.094895,,,,,,
1420502400,-3230.690014,,,,,,
1420506000,-3277.988708,,,,,,
1420509600,-3350.798526,,,,,,
1420513200,-3333.07396,,,,,,
1420516800,-3310.740852,,,,,,
1420520400,-3161.918012,,,,,,
1420524000,-3047.041261,,,,,,
1420527600,-2841.243103,,,,,,
1420531200,-2758.22482,,,,,,
1420534800,-2719.944587,,,,,,
1420538400,-2740.397752,,,,,,
1420542000,-2780.662853,,,,,,
1420545600,-2913.58643,,,,,,
1420549200,-2991.291385,,,,,,
1420552800,-3106.620775,,,,,,
1420556400,-3113.8922,,,,,,
1420560000,-3191.941441,,,,,,
1420563600,-3184.253761,,,,,,
1420567200,-3113.525658,,,,,,
1420570800,-3073.529226,,,,,,
1420574400,-3016.637167,,,,,,
1420578000,-3013.778357,,,,,,
1420581600,-3096.79342,,,,,,
1420585200,-3233.705276,,,,,,
1420588800,-3263.624419,,,,,,
1420592400,-3452.999748,,,,,,
1420596000,-3504.824354,,,,,,
1420599600,-3454.132037,,,,,,
1420603200,-3440.509482,,,,,,
1420606800,-3316.223011,,,,,,
1420610400,-3131.761637,,,,,,
1420614000,-3019.343983,,,,,,
1420617600,-2967.555796,,,,,,
1420621200,-2884.062006,,,,,,
1420624800,-2894.760645,,,,,,
1420628400,-2947.292892,,,,,,
1420632000,-3003.099926,,,,,,
1420635600,-3130.324924,,,,,,
1420639200,-3332.214137,,,,,,
1420642800,-3318.723999,,,,,,
1420646400,-3425.351724,,,,,,
1420650000,-3308.288563,,,,,,
1420653600,-3266.273004,,,,,,
1420657200,-3272.530158,,,,,,
1420660800,-3177.376886,,,,,,
1420664400,-3202.194885,,,,,,
1420668000,-3277.965965,,,,,,
1420671600,-3362.33625,,,,,,
1420675200,-3510.025142,,,,,,
1420678800,-3627.286383,,,,,,
1420682400,-3653.811149,,,,,,
1420686000,-3680.225397,,,,,,
1420689600,-3638.797591,,,,,,
1420693200,-3496.080559,,,,,,
1420696800,-3425.147531,,,,,,
1420700400,-3185.443342,,,,,,
1420704000,-3154.034235,,,,,,
1420707600,-3052.308154,,,,,,
1420711200,-3107.667882,,,,,,
1420714800,-3144.421341,,,,,,
1420718400,-3259.029301,,,,,,
1420722000,-3429.771871,,,,,,
1420725600,-3455.213184,,,,,,
1420729200,-3554.47909,,,,,,
1420732800,-3531.180266,,,,,,
1420736400,-3478.385712,,,,,,
1420740000,-3479.530687,,,,,,
1420743600,-3365.129491,,,,,,
1420747200,-3377.660269,,,,,,
1420750800,-3398.557512,,,,,,
1420754400,-3392.88383,,,,,,
1420758000,-3570.761245,,,,,,
1420761600,-3719.151353,,,,,,
1420765200,-3776.592404,,,,,,
1420768800,-3829.881175,,,,,,
1420772400,-3861.045176,,,,,,
1420776000,-3742.379494,,,,,,
1420779600,-3702.038279,,,,,,
1420783200,-3544.575443,,,,,,
1420786800,-3418.277891,,,,,,
1420790400,-3270.081129,,,,,,
1420794000,-3205.462284,,,,,,
1420797600,-3163.11068,,,,,,
1420801200,-3302.398509,,,,,,
1420804800,-3332.84091,,,,,,
1420808400,-3538.36599,,,,,,
1420812000,-3627.852097,,,,,,
1420815600,-3645.965842,,,,,,
1420819200,-3643.509895,,,,,,
1420822800,-3591.203867,,,,,,
1420826400,-3515.499954,,,,,,
1420830000,-3477.228532,,,,,,
1420833600,-3481.40552,,,,,,
1420837200,-3459.320829,,,,,,
1420840800,-3558.794533,,,,,,
1420844400,-3596.898286,,,,,,
1420848000,-3712.113656,,,,,,
1420851600,-3845.112355,,,,,,
1420855200,-3904.80731,,,,,,
1420858800,-3888.563397,,,,,,
1420862400,-3783.747164,,,,,,
1420866000,-3686.865093,,,,,,
1420869600,-3531.75215,,,,,,
1420873200,-3402.11625,,,,,,
1420876800,-3315.743784,,,,,,
1420880400,-3290.256576,,,,,,
1420884000,-3257.221346,,,,,,
1420887600,-3320.934748,,,,,,
1420891200,-3426.387692,,,,,,
1420894800,-3552.180642,,,,,,
1420898400,-3573.318346,,,,,,
1420902000,-3636.063303,,,,,,
1420905600,-3641.630862,,,,,,
1420909200,-3639.87728,,,,,,
1420912800,-3603.535026,,,,,,
1420916400,-3522.180082,,,,,,
1420920000,-3406.081198,,,,,,
1420923600,-3456.779478,,,,,,
1420927200,-3559.932161,,,,,,
1420930800,-3614.310194,,,,,,
1420934400,-3679.359528,,,,,,
1420938000,-3825.098455,,,,,,
1420941600,-3881.46035,,,,,,
1420945200,-3859.377847,,,,,,
1420948800,-3807.015429,,,,,,
1420952400,-3645.722375,,,,,,
1420956000,-3523.507817,,,,,,
1420959600,-3344.242389,,,,,,
1420963200,-3235.935892,,,,,,
1420966800,-3205.420242,,,,,,
1420970400,-2560.50266,,,,,,
1420974000,-3253.670021,,,,,,
1420977600,-3364.714727,,,,,,
1420981200,-3478.460481,,,,,,
1420984800,-3545.482708,,,,,,
1420988400,-3585.87559,,,,,,
1420992000,-3628.337179,,,,,,
1420995600,-3573.943337,,,,,,
1420999200,-3498.29531,,,,,,
1421002800,-3405.777294,,,,,,
1421006400,-3413.209517,,,,,,
1421010000,-3428.214623,,,,,,
1421013600,-3495.758443,,,,,,
1421017200,-3571.464193,,,,,,
1421020800,-3687.11715,,,,,,
1421024400,-3796.93802,,,,,,
1421028000,-3806.828795,,,,,,
1421031600,-3851.702259,,,,,,
1421035200,-3757.45939,,,,,,
1421038800,-3576.638049,,,,,,
1421042400,-3544.626762,,,,,,
1421046000,-3355.930878,,,,,,
1421049600,-3231.110322,,,,,,
1421053200,-3160.208209,,,,,,
1421056800,-3176.069325,,,,,,
1421060400,-3246.534243,,,,,,
1421064000,-3260.464368,,,,,,
1421067600,-3415.178873,,,,,,
1421071200,-3541.801884,,,,,,
1421074800,-3600.684334,,,,,,
1421078400,-3567.001521,,,,,,
1421082000,-3623.257183,,,,,,
1421085600,-3540.593906,,,,,,
1421089200,-3453.324689,,,,,,
1421092800,-3392.220328,,,,,,
1421096400,-3393.027646,,,,,,
1421100000,-3456.054565,,,,,,
1421103600,-3545.223065,,,,,,
1421107200,-3730.745225,,,,,,
1421110800,-3816.914316,,,,,,
1421114400,-3848.815824,,,,,,
1421118000,-3833.786114,,,,,,
1421121600,-3807.930037,,,,,,
1421125200,-3632.41922,,,,,,
1421128800,-4133.645629,,,,,,
1421132400,-4004.058979,,,,,,
1421136000,-3287.693665,,,,,,
1421139600,-3219.432965,,,,,,
1421143200,-3230.144474,,,,,,
1421146800,-3255.561661,,,,,,
1421150400,-3444.957848,,,,,,
1421154000,-3486.358567,,,,,,
1421157600,-3614.561335,,,,,,
1421161200,-4279.506572,,,,,,
1421164800,-3726.199478,,,,,,
1421168400,-3636.586131,,,,,,
1421172000,-3606.900964,,,,,,
1421175600,-3544.705061,,,,,,
1421179200,-3533.764171,,,,,,
1421182800,-3522.965679,,,,,,
1421186400,-3589.420111,,,,,,
1421190000,-3741.18822,,,,,,
1421193600,-3819.241205,,,,,,
1421197200,-3873.472372,,,,,,
1421200800,-3987.907369,,,,,,
1421204400,-3975.251874,,,,,,
1421208000,-3951.591996,,,,,,
1421211600,-3833.35127,,,,,,
1421215200,-3656.033136,,,,,,
1421218800,-3518.349266,,,,,,
1421222400,-3431.223206,,,,,,
1421226000,-3380.061706,,,,,,
1421229600,-3369.088025,,,,,,
1421233200,-3422.0623,,,,,,
1421236800,-3580.77164,,,,,,
1421240400,-3695.036421,,,,,,
1421244000,-3794.164745,,,,,,
1421247600,-3859.605636,,,,,,
1421251200,-3792.844983,,,,,,
1421254800,-3818.345369,,,,,,
1421258400,-3781.295739,,,,,,
1421262000,-3788.74287,,,,,,
1421265600,-3710.505104,,,,,,
1421269200,-3702.846039,,,,,,
1421272800,-3729.834448,,,,,,
1421276400,-3888.904584,,,,,,
1421280000,-4024.329221,,,,,,
1421283600,-4106.924059,,,,,,
1421287200,-4171.556972,,,,,,
1421290800,-4228.380388,,,,,,
1421294400,-4127.34882,,,,,,
1421298000,-4024.280944,,,,,,
1421301600,-3864.2537,,,,,,
1421305200,-3743.411353,,,,,,
1421308800,-3642.858264,,,,,,
1421312400,-3597.324717,,,,,,
1421316000,-3575.482354,,,,,,
1421319600,-3638.813385,,,,,,
1421323200,-3724.364266,,,,,,
1421326800,-3837.790286,,,,,,
1421330400,-3948.247177,,,,,,
1421334000,-4002.001519,,,,,,
1421337600,-4053.172777,,,,,,
1421341200,-4055.183662,,,,,,
1421344800,-3986.933184,,,,,,
1421348400,-3944.945718,,,,,,
1421352000,-3894.801478,,,,,,
1421355600,-3872.000562,,,,,,
1421359200,-3949.563815,,,,,,
1421362800,-4051.68638,,,,,,
1421366400,-4197.996258,,,,,,
1421370000,-4295.683381,,,,,,
1421373600,-4318.697161,,,,,,
1421377200,-4396.518914,,,,,,
1421380800,-4265.788388,,,,,,
1421384400,-4170.932761,,,,,,
1421388000,-3993.157654,,,,,,
1421391600,-3872.832278,,,,,,
1421395200,-3777.158987,,,,,,
1421398800,-3697.87298,,,,,,
1421402400,-3704.05698,,,,,,
1421406000,-3775.20464,,,,,,
1421409600,-3872.765586,,,,,,
1421413200,-3966.250355,,,,,,
1421416800,-4085.878596,,,,,,
1421420400,-4146.107171,,,,,,
1421424000,-4131.94714,,,,,,
1421427600,-4109.930317,,,,,,
1421431200,-4057.078481,,,,,,
1421434800,-4029.398946,,,,,,
1421438400,-3947.050546,,,,,,
1421442000,-3968.869786,,,,,,
1421445600,-4034.308538,,,,,,
1421449200,-4089.704266,,,,,,
1421452800,-4235.782704,,,,,,
1421456400,-4305.82627,,,,,,
1421460000,-4435.626345,,,,,,
1421463600,-4394.994102,,,,,,
1421467200,-4312.544157,,,,,,
1421470800,-4262.963103,,,,,,
1421474400,-4094.846193,,,,,,
1421478000,-3968.834135,,,,,,
1421481600,-3782.986428,,,,,,
1421485200,-3778.135015,,,,,,
1421488800,-3752.235533,,,,,,
1421492400,-3795.619519,,,,,,
1421496000,-3889.243888,,,,,,
1421499600,-4049.368175,,,,,,
1421503200,-4102.569734,,,,,,
1421506800,-4125.610764,,,,,,
1421510400,-4146.94672,,,,,,
1421514000,-4137.043421,,,,,,
1421517600,-4048.51949,,,,,,
1421521200,-3940.363894,,,,,,
1421524800,-3969.438697,,,,,,
1421528400,-4025.280056,,,,,,
1421532000,-3985.830536,,,,,,
1421535600,-4104.056827,,,,,,
1421539200,-4223.979056,,,,,,
1421542800,-4363.728015,,,,,,
1421546400,-4337.435765,,,,,,
1421550000,-4388.128263,,,,,,
1421553600,-4307.236939,,,,,,
1421557200,-4189.012193,,,,,,
1421560800,-4026.180646,,,,,,
1421564400,-3901.636799,,,,,,
1421568000,-3741.742308,,,,,,
1421571600,-3690.259607,,,,,,
1421575200,-3728.511204,,,,,,
1421578800,-3743.789149,,,,,,
1421582400,-3849.673895,,,,,,
1421586000,-3952.104605,,,,,,
1421589600,-4067.265584,,,,,,
1421593200,-4134.672235,,,,,,
1421596800,-4134.546449,,,,,,
1421600400,-4016.46636,,,,,,
1421604000,-4040.801494,,,,,,
1421607600,-3908.900877,,,,,,
1421611200,-3902.786316,,,,,,
1421614800,-3887.767065,,,,,,
1421618400,-3993.071625,,,,,,
1421622000,-4075.382948,,,,,,
1421625600,-4185.202258,,,,,,
1421629200,-4252.757096,,,,,,
1421632800,-4288.328364,,,,,,
1421636400,-4361.65504,,,,,,
1421640000,-4290.496075,,,,,,
1421643600,-4130.05548,,,,,,
1421647200,-4017.539989,,,,,,
1421650800,-3873.590272,,,,,,
1421654400,-3711.266414,,,,,,
1421658000,-3630.904942,,,,,,
1421661600,-3639.245445,,,,,,
1421665200,-3766.374053,,,,,,
1421668800,-3864.969982,,,,,,
1421672400,-3943.194786,,,,,,
1421676000,-4020.387806,,,,,,
1421679600,-4120.263139,,,,,,
1421683200,-4100.951746,,,,,,
1421686800,-4057.112354,,,,,,
1421690400,-4042.285596,,,,,,
1421694000,-3968.870095,,,,,,
1421697600,-3934.660258,,,,,,
1421701200,-3931.856436,,,,,,
1421704800,-3938.663368,,,,,,
1421708400,-4112.533677,,,,,,
1421712000,-4239.63068,,,,,,
1421715600,-4345.080818,,,,,,
1421719200,-4334.842574,,,,,,
1421722800,-4400.339755,,,,,,
1421726400,-4312.274755,,,,,,
1421730000,-4214.11748,,,,,,
1421733600,-4035.693583,,,,,,
1421737200,-3969.468016,,,,,,
1421740800,-3737.831844,,,,,,
1421744400,-3738.538434,,,,,,
1421748000,-3698.487122,,,,,,
1421751600,-3819.312772,,,,,,
1421755200,-3895.346276,,,,,,
1421758800,-4015.782263,,,,,,
1421762400,-4157.542699,,,,,,
1421766000,-4159.831556,,,,,,
1421769600,-4214.564782,,,,,,
1421773200,-4117.473207,,,,,,
1421776800,-4116.422803,,,,,,
1421780400,-4060.294959,,,,,,
1421784000,-4055.359764,,,,,,
1421787600,-4049.836806,,,,,,
1421791200,-4161.864012,,,,,,
1421794800,-4169.073329,,,,,,
1421798400,-4364.025856,,,,,,
1421802000,-4432.261464,,,,,,
1421805600,-4528.77391,,,,,,
1421809200,-4443.940216,,,,,,
1421812800,-4406.437094,,,,,,
1421816400,-4342.289486,,,,,,
1421820000,-4202.726827,,,,,,
1421823600,-4055.583313,,,,,,
1421827200,-3960.812018,,,,,,
1421830800,-3885.566314,,,,,,
1421834400,-3890.35567,,,,,,
1421838000,-3976.798878,,,,,,
1421841600,-4080.596422,,,,,,
1421845200,-4174.213461,,,,,,
1421848800,-4283.052711,,,,,,
1421852400,-4327.742487,,,,,,
1421856000,-4392.601027,,,,,,
1421859600,-4355.754973,,,,,,
1421863200,-4323.483441,,,,,,
1421866800,-4256.761425,,,,,,
1421870400,-4183.222894,,,,,,
1421874000,-4219.090815,,,,,,
1421877600,-4289.016929,,,,,,
1421881200,-4362.624363,,,,,,
1421884800,-4554.332345,,,,,,
1421888400,-4608.461634,,,,,,
1421892000,-4720.8005,,,,,,
1421895600,-4690.445937,,,,,,
1421899200,-4653.964306,,,,,,
1421902800,-4519.335216,,,,,,
1421906400,-4384.612951,,,,,,
1421910000,-4212.148416,,,,,,
1421913600,-4100.327973,,,,,,
1421917200,-4086.002224,,,,,,
1421920800,-4082.548476,,,,,,
1421924400,-4117.109912,,,,,,
1421928000,-4251.545185,,,,,,
1421931600,-4393.797101,,,,,,
1421935200,-4465.638541,,,,,,
1421938800,-4555.080178,,,,,,
1421942400,-4520.501114,,,,,,
1421946000,-4493.219447,,,,,,
1421949600,-4442.397313,,,,,,
1421953200,-4408.922559,,,,,,
1421956800,-4401.593836,,,,,,
1421960400,-4442.172111,,,,,,
1421964000,-4449.727427,,,,,,
1421967600,-4584.159257,,,,,,
1421971200,-4710.025224,,,,,,
1421974800,-4792.060676,,,,,,
1421978400,-4859.009949,,,,,,
1421982000,-4797.927699,,,,,,
1421985600,-4755.032543,,,,,,
1421989200,-4645.382545,,,,,,
1421992800,-4524.647844,,,,,,
1421996400,-4410.347951,,,,,,
1.42E+09,-4306.432376,,,,,,
1422003600,-4238.048897,,,,,,
1422007200,-4222.123198,,,,,,
1422010800,-4302.302982,,,,,,
1422014400,-4350.895409,,,,,,
1422018000,-4487.582659,,,,,,
1422021600,-4563.516231,,,,,,
1422025200,-4604.116499,,,,,,
1422028800,-4604.729918,,,,,,
1422032400,-4634.4483,,,,,,
1422036000,-4543.019777,,,,,,
1422039600,-4459.460639,,,,,,
1422043200,-4455.796015,,,,,,
1422046800,-4488.091968,,,,,,
1422050400,-4534.845024,,,,,,
1422054000,-4668.447158,,,,,,
1422057600,-4744.197462,,,,,,
1422061200,-4832.636807,,,,,,
1422064800,-4909.893599,,,,,,
1422068400,-4910.96201,,,,,,
1422072000,-4857.230953,,,,,,
1422075600,-4678.412168,,,,,,
1422079200,-4593.919964,,,,,,
1422082800,-4426.758458,,,,,,
1422086400,-4295.220684,,,,,,
1422090000,-4239.447486,,,,,,
1422093600,-4333.049042,,,,,,
1422097200,-4310.128922,,,,,,
1422100800,-4358.346131,,,,,,
1422104400,-4504.074404,,,,,,
1422108000,-4583.566896,,,,,,
1422111600,-4668.223318,,,,,,
1422115200,-4580.00831,,,,,,
1422118800,-4628.395489,,,,,,
1422122400,-4558.158989,,,,,,
1422126000,-4457.414556,,,,,,
1422129600,-4495.67362,,,,,,
1422133200,-4506.481376,,,,,,
1422136800,-4505.308845,,,,,,
1422140400,-4579.970039,,,,,,
1422144000,-4685.401031,,,,,,
1422147600,-4820.440975,,,,,,
1422151200,-4925.652245,,,,,,
1422154800,-4901.31759,,,,,,
1422158400,-4814.659811,,,,,,
1422162000,-4732.286102,,,,,,
1422165600,-4493.955651,,,,,,
1422169200,-4407.325208,,,,,,
1422172800,-4266.237046,,,,,,
1422176400,-4173.453777,,,,,,
1422180000,-4151.662927,,,,,,
1422183600,-4279.671127,,,,,,
1422187200,-4336.610826,,,,,,
1422190800,-4474.356764,,,,,,
1422194400,-4552.566455,,,,,,
1422198000,-4567.900821,,,,,,
1422201600,-4596.79428,,,,,,
1422205200,-4591.334125,,,,,,
1422208800,-4522.560453,,,,,,
1422212400,-4444.787082,,,,,,
1422216000,-4394.030111,,,,,,
1422219600,-4389.709082,,,,,,
1422223200,-4475.027522,,,,,,
1422226800,-4517.632303,,,,,,
1422230400,-4702.208754,,,,,,
1422234000,-4759.019611,,,,,,
1422237600,-4838.507537,,,,,,
1422241200,-4800.505746,,,,,,
1422244800,-4770.111305,,,,,,
1422248400,-4658.01002,,,,,,
1422252000,-4481.123955,,,,,,
1422255600,-4348.274883,,,,,,
1422259200,-4258.454116,,,,,,
1422262800,-4212.001516,,,,,,
1422266400,-4167.186508,,,,,,
1422270000,-4211.216243,,,,,,
1422273600,-4299.059067,,,,,,
1422277200,-4445.595224,,,,,,
1422280800,-4536.310325,,,,,,
1422284400,-4601.946252,,,,,,
1422288000,-4544.874225,,,,,,
1422291600,-4591.523197,,,,,,
1422295200,-4506.330698,,,,,,
1422298800,-4457.16434,,,,,,
1422302400,-4426.270026,,,,,,
1422306000,-4480.079344,,,,,,
1422309600,-4476.841366,,,,,,
1422313200,-4616.998009,,,,,,
1422316800,-4729.248034,,,,,,
1422320400,-4764.230184,,,,,,
